epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.6456624196635352,0.0,0.6323034829563565,0.0,0.00096
2,0.6392996774779426,0.0,0.6283019357257419,0.0,0.0009216
3,0.633923061688741,0.0,0.6225149287117853,0.0,0.0008847359999999999
4,0.6294861117998759,0.0,0.6187252044677735,0.0,0.0008493465599999999
5,0.6265134877628751,0.0,0.6178711427582635,0.0,0.0008153726975999999
6,0.6230868233574761,0.0,0.6140433761808607,0.0,0.0007827577896959998
7,0.6201533940103319,0.0,0.6099641349580552,0.0,0.0007514474781081598
8,0.6141420344511668,0.0,0.6017908493677775,0.0,0.0007213895789838333
9,0.6105477359559801,0.0,0.6003838433159723,0.0,0.00069253399582448
10,0.6092686957783169,0.0,0.598698431915707,0.0,0.0006648326359915007
11,0.6070612218644884,0.0,0.5975445906321207,0.0,0.0006382393305518406
12,0.6048800375726487,0.0,0.5960682153701782,0.0,0.000612709757329767
13,0.6045083959897359,0.0,0.5962786091698541,0.0,0.0005882013670365763
14,0.603677714533276,0.0,0.5956492318047417,0.0,0.0005646733123551131
15,0.6025269912348853,0.0,0.59482960568534,0.0,0.0005420863798609086
16,0.6017642968230777,0.0,0.5935298376613193,0.0,0.0005204029246664722
17,0.6012827840116289,0.0,0.5934611492686801,0.0,0.0004995868076798133
18,0.6004413260353936,0.0,0.5933993366029527,0.0,0.0004796033353726208
19,0.6002748111883799,0.0,0.592373502254486,0.0,0.00046041920195771596
20,0.5993284112877316,0.0,0.5920743836296929,0.0,0.0004420024338794073
21,0.5991016281975641,0.0,0.5917765895525614,0.0,0.00042432233652423104
22,0.5987877488136292,0.0,0.5910024695926243,0.0,0.0004073494430632618
23,0.5982000033060709,0.0,0.5908500393231709,0.0,0.0003910554653407313
24,0.5978487253189086,0.0,0.5901779214541117,0.0,0.000375413246727102
25,0.5976590236028035,0.0,0.590050815211402,0.0,0.00036039671685801796
26,0.5972653335995144,0.0,0.5896811101171705,0.0,0.00034598084818369723
27,0.5969216141435835,0.0,0.5893176979488797,0.0,0.00033214161425634933
28,0.5967684136496649,0.0,0.5892219622929891,0.0,0.00031885594968609533
29,0.5964694506592221,0.0,0.5898282527923584,0.0,0.0003061017116986515
30,0.5961905618508657,0.0,0.5889500816663106,0.0,0.0002938576432307054
31,0.5961673458417257,0.0,0.5887818429205153,0.0,0.0002821033375014772
32,0.5958745446470048,0.0,0.5886918955379062,0.0,0.0002708192040014181
33,0.5956828004784054,0.0,0.5893167085117764,0.0,0.00025998643584136135
34,0.5958815395832062,0.0,0.5887167559729682,0.0,0.0002495869784077069
35,0.5952948921256596,0.0,0.5881931477122837,0.0,0.0002396034992713986
36,0.595081157816781,0.0,0.5879506270090739,0.0,0.00023001935930054264
37,0.5949238320191701,0.0,0.5879045565923054,0.0,0.00022081858492852091
38,0.5948262406720055,0.0,0.5878447373708089,0.0,0.00021198584153138007
39,0.5946547581089867,0.0,0.5878657526440091,0.0,0.00020350640787012485
40,0.5946470545397864,0.0,0.587772618399726,0.0,0.00019536615155531985
41,0.5944194462564256,0.0,0.5874081585142348,0.0,0.00018755150549310706
42,0.5943104227383932,0.0,0.5874182926283942,0.0,0.00018004944527338278
