epoch,step,train_loss,train_metric,val_loss,val_metric,learning_rate
0.7317073170731707,120,0.5237943862875303,0.0,0.5340674892067909,0.0,0.00096
1.4634146341463414,240,0.4943086991184636,0.0,0.507006898522377,0.0,0.0009216
2.1951219512195124,360,0.4767183754593134,0.0,0.48527000347773236,0.0,0.0008847359999999999
2.926829268292683,480,0.47298762908107356,0.0,0.48539678504069644,0.0,0.0008493465599999999
3.658536585365854,600,0.4680305079177574,0.0,0.4823738584915797,0.0,0.0008153726975999999
4.390243902439025,720,0.46159860817715526,0.0,0.47663695365190506,0.0,0.0007827577896959998
5.121951219512195,840,0.4509932115674019,0.0,0.47541290521621704,0.0,0.0007514474781081598
5.853658536585366,960,0.45731510307107653,0.0,0.4753116990129153,0.0,0.0007213895789838333
6.585365853658536,1080,0.45792974221209687,0.0,0.4718308945496877,0.0,0.00069253399582448
7.317073170731708,1200,0.4619864746928215,0.0,0.4708845093846321,0.0,0.0006648326359915007
8.048780487804878,1320,0.4609268307685852,0.0,0.470996730029583,0.0,0.0006382393305518406
8.78048780487805,1440,0.4508803344797343,0.0,0.4699469457070033,0.0,0.000612709757329767
9.512195121951219,1560,0.4542294836470059,0.0,0.4698592945933342,0.0,0.0005882013670365763
10.24390243902439,1680,0.4529705874621868,0.0,0.4691393772761027,0.0,0.0005646733123551131
10.975609756097562,1800,0.4540808303281665,0.0,0.4690242161353429,0.0,0.0005420863798609086
11.707317073170731,1920,0.45280138454560576,0.0,0.4695039043823878,0.0,0.0005204029246664722
12.439024390243903,2040,0.452044697271453,0.0,0.468895860016346,0.0,0.0004995868076798133
13.170731707317072,2160,0.4541396498680115,0.0,0.46833984553813934,0.0,0.0004796033353726208
13.902439024390244,2280,0.45228422352591074,0.0,0.46821437279383343,0.0,0.00046041920195771596
14.634146341463415,2400,0.4577317630442289,0.0,0.4680471842487653,0.0,0.0004420024338794073
15.365853658536585,2520,0.4498827914396922,0.0,0.4679732546210289,0.0,0.00042432233652423104
16.097560975609756,2640,0.45298505015671253,0.0,0.467826006313165,0.0,0.0004073494430632618
16.829268292682926,2760,0.4529734444530571,0.0,0.4676900580525398,0.0,0.0003910554653407313
17.5609756097561,2880,0.45096661830725876,0.0,0.4675941988825798,0.0,0.000375413246727102
18.29268292682927,3000,0.45437184038261574,0.0,0.4674956649541855,0.0,0.00036039671685801796
19.024390243902438,3120,0.4315387085080147,0.0,0.4675029168526332,0.0,0.00034598084818369723
19.75609756097561,3240,0.4523699696986906,0.0,0.46736564487218857,0.0,0.00033214161425634933
20.48780487804878,3360,0.45376216769218447,0.0,0.46732325851917267,0.0,0.00031885594968609533
21.21951219512195,3480,0.4456287854247623,0.0,0.46728230516115826,0.0,0.0003061017116986515
21.951219512195124,3600,0.4507936646158879,0.0,0.4670406182607015,0.0,0.0002938576432307054
22.682926829268293,3720,0.45172558166086674,0.0,0.4669995605945587,0.0,0.0002821033375014772
23.414634146341463,3840,0.449774431393427,0.0,0.4670856346686681,0.0,0.0002708192040014181
24.146341463414632,3960,0.44850188742081326,0.0,0.4668636967738469,0.0,0.00025998643584136135
24.878048780487806,4080,0.4508051379687256,0.0,0.4668740853667259,0.0,0.0002495869784077069
25.609756097560975,4200,0.4511868807673454,0.0,0.46680747469266254,0.0,0.0002396034992713986
26.341463414634145,4320,0.45143862228308407,0.0,0.4667135750253995,0.0,0.00023001935930054264
27.073170731707318,4440,0.4480312565962474,0.0,0.46678924063841504,0.0,0.00022081858492852091
27.804878048780488,4560,0.45089912978988705,0.0,0.4667048205931981,0.0,0.00021198584153138007
28.536585365853657,4680,0.45039722933010623,0.0,0.466636801759402,0.0,0.00020350640787012485
29.26829268292683,4800,0.4486827464266257,0.0,0.46651847660541534,0.0,0.00019536615155531985
30.0,4920,0.45099027164098693,0.0,0.4665992110967636,0.0,0.00018755150549310706
