epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
71,0.5472348542125137,0.0,0.5459358272729097,0.0,5.511344338857516e-05
72,0.5467093366163748,0.0,0.5457770338764897,0.0,5.290890565303215e-05
73,0.5464946671768471,0.0,0.5457210198596671,0.0,5.0792549426910866e-05
74,0.5466548513483118,0.0,0.5458736033351334,0.0,4.876084744983443e-05
75,0.5465552884119528,0.0,0.5458488905871356,0.0,4.681041355184105e-05
76,0.5467164858623788,0.0,0.5458537097330447,0.0,4.49379970097674e-05
77,0.5468977336530332,0.0,0.5458191125481217,0.0,4.31404771293767e-05
78,0.5465452626899436,0.0,0.5457752755394688,0.0,4.141485804420163e-05
79,0.5464938989392033,0.0,0.545674569076962,0.0,3.975826372243356e-05
80,0.5464256394792486,0.0,0.5456996107542956,0.0,3.8167933173536215e-05
81,0.5468480564929821,0.0,0.5456212394767337,0.0,3.6641215846594765e-05
82,0.5467806359132131,0.0,0.5458833266187597,0.0,3.5175567212730975e-05
83,0.5471634224609092,0.0,0.5457512791509982,0.0,3.376854452422173e-05
84,0.5465884407361349,0.0,0.5456092887454562,0.0,3.241780274325286e-05
85,0.5464318085599829,0.0,0.5455535131472128,0.0,3.112109063352275e-05
86,0.5469524827268388,0.0,0.5456736418935988,0.0,2.987624700818184e-05
87,0.5466916362444559,0.0,0.5458661902833868,0.0,2.8681197127854566e-05
88,0.5466907841187937,0.0,0.5457771873032605,0.0,2.7533949242740383e-05
89,0.546467462071666,0.0,0.5456621006683067,0.0,2.6432591273030768e-05
90,0.5466486215591431,0.0,0.5458277154851843,0.0,2.5375287622109537e-05
91,0.5464979730270527,0.0,0.5455591435785647,0.0,2.4360276117225154e-05
92,0.5464110131616946,0.0,0.5456948379675547,0.0,2.3385865072536148e-05
93,0.5467021277657261,0.0,0.5455806387795342,0.0,2.24504304696347e-05
94,0.5469162828392453,0.0,0.5459082270110095,0.0,2.155241325084931e-05
95,0.5464891504358362,0.0,0.5455830781548111,0.0,2.069031672081534e-05
96,0.5465377657501785,0.0,0.5456564636142166,0.0,1.9862704051982723e-05
