epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.6128543791947542,0.0,0.5835053037714075,0.0,0.00096
2,0.5774219764603509,0.0,0.5876404885892514,0.0,0.0009216
3,0.5708816117710538,0.0,0.5693486796485053,0.0,0.0008847359999999999
4,0.5671337158591659,0.0,0.5618995394971635,0.0,0.0008493465599999999
5,0.5641329045648928,0.0,0.5575823938405072,0.0,0.0008153726975999999
6,0.5604481012732895,0.0,0.5614407360553741,0.0,0.0007827577896959998
7,0.5622031291325887,0.0,0.5536024449048219,0.0,0.0007514474781081598
8,0.5633806475886592,0.0,0.5680329159454063,0.0,0.0007213895789838333
9,0.5631370875570509,0.0,0.5545849093684444,0.0,0.00069253399582448
10,0.5601358700681616,0.0,0.5564806295765771,0.0,0.0006648326359915007
11,0.5566613254723726,0.0,0.5529738532172309,0.0,0.0006382393305518406
12,0.5573051262784887,0.0,0.5535409141469885,0.0,0.000612709757329767
13,0.5563060795819318,0.0,0.5505601642308412,0.0,0.0005882013670365763
14,0.5555681939478274,0.0,0.5521009641664999,0.0,0.0005646733123551131
15,0.557358240639722,0.0,0.555617129361188,0.0,0.0005420863798609086
16,0.5582049069581209,0.0,0.55222088098526,0.0,0.0005204029246664722
17,0.5547644584267227,0.0,0.5512657816763278,0.0,0.0004995868076798133
18,0.5554015570216708,0.0,0.5493822947696403,0.0,0.0004796033353726208
19,0.5549455307148121,0.0,0.5505598871796219,0.0,0.00046041920195771596
20,0.5526977082093557,0.0,0.5486808308848629,0.0,0.0004420024338794073
21,0.5535118646091886,0.0,0.5516710314485762,0.0,0.00042432233652423104
22,0.5523867143525018,0.0,0.550826413763894,0.0,0.0004073494430632618
23,0.5540766285525428,0.0,0.5512606854791995,0.0,0.0003910554653407313
24,0.5520631119056985,0.0,0.5511076240627854,0.0,0.000375413246727102
25,0.5534491892214175,0.0,0.550391185062903,0.0,0.00036039671685801796
26,0.5515277407787464,0.0,0.5489917971469738,0.0,0.00034598084818369723
27,0.5508751493913157,0.0,0.5481394882555362,0.0,0.00033214161425634933
28,0.5508520073360867,0.0,0.5488509646168461,0.0,0.00031885594968609533
29,0.5500627998952512,0.0,0.54806489193881,0.0,0.0003061017116986515
30,0.5502622348290903,0.0,0.5480256213082207,0.0,0.0002938576432307054
31,0.5500604775216844,0.0,0.5482826541971277,0.0,0.0002821033375014772
32,0.5495734987435518,0.0,0.5481308389593054,0.0,0.0002708192040014181
33,0.549321624967787,0.0,0.5477818195466642,0.0,0.00025998643584136135
34,0.5501112717169302,0.0,0.5475802344304544,0.0,0.0002495869784077069
35,0.5493968283688581,0.0,0.5474436470755825,0.0,0.0002396034992713986
36,0.5492078110023781,0.0,0.5471959853613818,0.0,0.00023001935930054264
37,0.5493994178595366,0.0,0.5474416668768283,0.0,0.00022081858492852091
38,0.5497066875298818,0.0,0.5472681577558871,0.0,0.00021198584153138007
39,0.5491272531173848,0.0,0.5475773899643509,0.0,0.00020350640787012485
40,0.5484699474440681,0.0,0.5470321752406933,0.0,0.00019536615155531985
41,0.5486125361036371,0.0,0.5477738656379558,0.0,0.00018755150549310706
42,0.5490695767932467,0.0,0.5468925712285219,0.0,0.00018004944527338278
43,0.5496292368129447,0.0,0.548222604725096,0.0,0.00017284746746244745
44,0.5490427039287709,0.0,0.548481485357991,0.0,0.00016593356876394954
45,0.5486823916435242,0.0,0.5471714889561688,0.0,0.00015929622601339156
46,0.5484808308106882,0.0,0.5464334929430926,0.0,0.0001529243769728559
47,0.5485417136439571,0.0,0.5465615855322944,0.0,0.00014680740189394165
48,0.5489766101042429,0.0,0.5465092118139621,0.0,0.000140935105818184
49,0.5478267724867221,0.0,0.5464810883557355,0.0,0.00013529770158545663
50,0.5475012880784494,0.0,0.5464224925747624,0.0,0.00012988579352203836
51,0.548208232279177,0.0,0.5464680890242258,0.0,0.00012469036178115682
52,0.5485312872462802,0.0,0.5473560988903046,0.0,0.00011970274730991054
53,0.5474012074647127,0.0,0.546423692394186,0.0,0.00011491463741751412
54,0.5476454816482685,0.0,0.5462875741499441,0.0,0.00011031805192081355
55,0.5471424648055324,0.0,0.5463203765727855,0.0,0.00010590532984398101
56,0.5471801625357734,0.0,0.5464414733427542,0.0,0.00010166911665022177
57,0.5482636999200892,0.0,0.5464743806256188,0.0,9.76023519842129e-05
58,0.5472839298071684,0.0,0.5461396630163546,0.0,9.369825790484438e-05
59,0.5469790498415629,0.0,0.54621336195204,0.0,8.99503275886506e-05
60,0.5475896221620066,0.0,0.5461896790398492,0.0,8.635231448510457e-05
61,0.5472749990445597,0.0,0.5458627464594664,0.0,8.289822190570039e-05
62,0.5469048828990372,0.0,0.5460158652729459,0.0,7.958229302947238e-05
63,0.5468592047691345,0.0,0.5461633072959052,0.0,7.639900130829348e-05
64,0.5466542221881725,0.0,0.5459196501308017,0.0,7.334304125596173e-05
65,0.5476229709607584,0.0,0.5460546391981619,0.0,7.040931960572326e-05
66,0.5468330692361902,0.0,0.545928089706986,0.0,6.759294682149432e-05
67,0.5466773211956024,0.0,0.5460913192342829,0.0,6.488922894863454e-05
68,0.5471186130135147,0.0,0.5459000534481473,0.0,6.229365979068916e-05
69,0.5466948902165448,0.0,0.5458781288729774,0.0,5.980191339906159e-05
70,0.5470483016084742,0.0,0.5460555652777354,0.0,5.740983686309913e-05
